file,n_comparisons,exact_%,minor_%,severe_%,over_scoring_%,under_scoring_%,mean_delta
evaluations_active.csv,3666,81.50572831423895,15.1936715766503,3.3006001091107477,9.983633387888707,8.51063829787234,0.04609929078014184
evaluations_active_cs_by_chapter.csv,3666,73.45881069285325,23.131478450627387,3.409710856519367,7.037643207855974,19.50354609929078,-0.13584288052373159
evaluations_cot.csv,3666,79.18712493180578,17.539552645935625,3.273322422258593,8.701582105837424,12.111292962356792,-0.0057283142389525366
evaluations_cot_by_chapter.csv,3666,73.48608837970541,22.858701582105837,3.655210038188762,6.764866339334424,19.749045280960175,-0.14184397163120568
evaluations_critique.csv,3666,78.72340425531915,17.894162575013638,3.382433169667212,9.192580469176214,12.084015275504639,0.0010911074740861974
evaluations_critique_by_chapter.csv,3666,73.15875613747954,23.43153300600109,3.409710856519367,6.901254773595198,19.93998908892526,-0.14102564102564102
evaluations_decomposed.csv,3666,80.16912165848336,16.44844517184943,3.382433169667212,9.819967266775777,10.010911074740863,0.028641571194762683
evaluations_decomposed_by_chapter.csv,3666,75.34097108565194,20.78559738134206,3.873431533006001,7.474086197490452,17.18494271685761,-0.10529187124931806
evaluations_deliberative.csv,3666,79.7872340425532,16.96672122204037,3.246044735406438,9.438079650845609,10.7746863066012,0.015821058374249863
evaluations_deliberative_by_chapter.csv,3666,72.6404800872886,23.622476813966177,3.737043098745226,6.873977086743044,20.48554282596836,-0.14784506273867976
evaluations_few.csv,3666,78.50518276050191,19.01254773595199,2.4822695035460995,9.547190398254228,11.947626841243862,-0.006273867975995636
evaluations_few_by_chapter.csv,3666,69.83087834151664,24.440807419530824,5.728314238952537,6.46481178396072,23.704309874522643,-0.2144026186579378
evaluations_instructions.csv,3666,81.34206219312603,15.13911620294599,3.518821603927987,9.710856519367157,8.947081287506819,0.03955264593562466
evaluations_instructions_by_chapter.csv,3666,74.822695035461,21.65848336061102,3.518821603927987,7.255864702673214,17.921440261865794,-0.11456628477905073
evaluations_react.csv,3666,81.39661756683033,15.166393889798144,3.436988543371522,10.092744135297327,8.51063829787234,0.046917621385706494
evaluations_react_by_chapter.csv,3666,78.55973813420621,18.276050190943806,3.1642116748499727,8.210583742498637,13.229678123295145,-0.05237315875613748
evaluations_sc.csv,3666,81.56028368794325,15.057283142389524,3.382433169667212,9.847244953627934,8.592471358428805,0.044189852700491
evaluations_sc_by_chapter.csv,3666,80.11456628477906,16.939443535188218,2.9459901800327333,8.974358974358974,10.911074740861974,-0.01718494271685761
evaluations_zero.csv,3666,76.78668848881614,19.44899072558647,3.764320785597381,11.374795417348608,11.838516093835242,0.03246044735406438
evaluations_zero_by_chapter.csv,3666,71.71303873431533,24.68630660120022,3.600654664484452,10.638297872340425,17.648663393344243,-0.05701036552100382
